FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,3,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Women known to be smokers at time of delivery,125
2022-2023,3,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Women whose smoking status was not known at time of delivery,26
2022-2023,3,E54000055,NHS Birmingham and Solihull Integrated Care Board,Number of maternities,4226
2022-2023,3,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women known to be non-smokers at time of delivery,3879
2022-2023,3,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women known to be smokers at time of delivery,315
2022-2023,3,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women whose smoking status was not known at time of delivery,32
2022-2023,3,E54000058,NHS Derby and Derbyshire Integrated Care Board,Number of maternities,2474
2022-2023,3,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women known to be non-smokers at time of delivery,2143
2022-2023,3,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women known to be smokers at time of delivery,270
2022-2023,3,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women whose smoking status was not known at time of delivery,61
2022-2023,3,E54000059,NHS Northamptonshire Integrated Care Board,Number of maternities,1868
2022-2023,3,E54000059,NHS Northamptonshire Integrated Care Board,Women known to be non-smokers at time of delivery,1642
2022-2023,3,E54000059,NHS Northamptonshire Integrated Care Board,Women known to be smokers at time of delivery,217
2022-2023,3,E54000059,NHS Northamptonshire Integrated Care Board,Women whose smoking status was not known at time of delivery,9
2022-2023,3,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Number of maternities,2781
2022-2023,3,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women known to be non-smokers at time of delivery,1948
2022-2023,3,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women known to be smokers at time of delivery,243
2022-2023,3,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women whose smoking status was not known at time of delivery,590
2022-2023,3,E54000062,NHS Black Country Integrated Care Board,Number of maternities,3706
2022-2023,3,E54000062,NHS Black Country Integrated Care Board,Women known to be non-smokers at time of delivery,3335
2022-2023,3,E54000062,NHS Black Country Integrated Care Board,Women known to be smokers at time of delivery,368
2022-2023,3,E54000062,NHS Black Country Integrated Care Board,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E54000050,NHS North East and North Cumbria Integrated Care Board,Number of maternities,6601
2022-2023,3,E54000050,NHS North East and North Cumbria Integrated Care Board,Women known to be non-smokers at time of delivery,5757
2022-2023,3,E54000050,NHS North East and North Cumbria Integrated Care Board,Women known to be smokers at time of delivery,806
2022-2023,3,E54000050,NHS North East and North Cumbria Integrated Care Board,Women whose smoking status was not known at time of delivery,38
2022-2023,3,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Number of maternities,3568
2022-2023,3,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,2973
2022-2023,3,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,442
2022-2023,3,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,153
2022-2023,3,E54000054,NHS West Yorkshire Integrated Care Board,Number of maternities,3546
2022-2023,3,E54000054,NHS West Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,3163
2022-2023,3,E54000054,NHS West Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,367
2022-2023,3,E54000054,NHS West Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,16
2022-2023,3,E54000061,NHS South Yorkshire Integrated Care Board,Number of maternities,3446
2022-2023,3,E54000061,NHS South Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,3038
2022-2023,3,E54000061,NHS South Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,388
2022-2023,3,E54000061,NHS South Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,20
2022-2023,3,E38000256,NHS North West London ICB - W2U3Z,Number of maternities,5465
2022-2023,3,E38000256,NHS North West London ICB - W2U3Z,Women known to be non-smokers at time of delivery,5265
2022-2023,3,E38000256,NHS North West London ICB - W2U3Z,Women known to be smokers at time of delivery,176
2022-2023,3,E38000256,NHS North West London ICB - W2U3Z,Women whose smoking status was not known at time of delivery,24
2022-2023,3,E38000240,NHS North Central London ICB - 93C,Number of maternities,3941
2022-2023,3,E38000240,NHS North Central London ICB - 93C,Women known to be non-smokers at time of delivery,3644
2022-2023,3,E38000240,NHS North Central London ICB - 93C,Women known to be smokers at time of delivery,194
2022-2023,3,E38000240,NHS North Central London ICB - 93C,Women whose smoking status was not known at time of delivery,103
2022-2023,3,E38000255,NHS North East London ICB - A3A8R,Number of maternities,7949
2022-2023,3,E38000255,NHS North East London ICB - A3A8R,Women known to be non-smokers at time of delivery,7593
2022-2023,3,E38000255,NHS North East London ICB - A3A8R,Women known to be smokers at time of delivery,345
2022-2023,3,E38000255,NHS North East London ICB - A3A8R,Women whose smoking status was not known at time of delivery,11
2022-2023,3,E38000244,NHS South East London ICB - 72Q,Number of maternities,5320
2022-2023,3,E38000244,NHS South East London ICB - 72Q,Women known to be non-smokers at time of delivery,5051
2022-2023,3,E38000244,NHS South East London ICB - 72Q,Women known to be smokers at time of delivery,226
2022-2023,3,E38000244,NHS South East London ICB - 72Q,Women whose smoking status was not known at time of delivery,43
2022-2023,3,E38000245,NHS South West London ICB - 36L,Number of maternities,4024
2022-2023,3,E38000245,NHS South West London ICB - 36L,Women known to be non-smokers at time of delivery,3588
2022-2023,3,E38000245,NHS South West London ICB - 36L,Women known to be smokers at time of delivery,192
2022-2023,3,E38000245,NHS South West London ICB - 36L,Women whose smoking status was not known at time of delivery,244
2022-2023,3,E38000237,NHS Kent and Medway ICB - 91Q,Number of maternities,4583
2022-2023,3,E38000237,NHS Kent and Medway ICB - 91Q,Women known to be non-smokers at time of delivery,4107
2022-2023,3,E38000237,NHS Kent and Medway ICB - 91Q,Women known to be smokers at time of delivery,476
2022-2023,3,E38000237,NHS Kent and Medway ICB - 91Q,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000252,NHS Frimley ICB - D4U1Y,Number of maternities,1981
2022-2023,3,E38000252,NHS Frimley ICB - D4U1Y,Women known to be non-smokers at time of delivery,1277
2022-2023,3,E38000252,NHS Frimley ICB - D4U1Y,Women known to be smokers at time of delivery,89
2022-2023,3,E38000252,NHS Frimley ICB - D4U1Y,Women whose smoking status was not known at time of delivery,615
2022-2023,3,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Number of maternities,541
2022-2023,3,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women known to be non-smokers at time of delivery,442
2022-2023,3,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women known to be smokers at time of delivery,63
2022-2023,3,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women whose smoking status was not known at time of delivery,36
2022-2023,3,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Number of maternities,3535
2022-2023,3,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women known to be non-smokers at time of delivery,3136
2022-2023,3,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women known to be smokers at time of delivery,310
2022-2023,3,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women whose smoking status was not known at time of delivery,89
2022-2023,3,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Number of maternities,1650
2022-2023,3,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women known to be non-smokers at time of delivery,1527
2022-2023,3,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women known to be smokers at time of delivery,109
2022-2023,3,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women whose smoking status was not known at time of delivery,14
2022-2023,3,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Number of maternities,1285
2022-2023,3,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Women known to be non-smokers at time of delivery,1189
2022-2023,3,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Women known to be smokers at time of delivery,63
2022-2023,3,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Women whose smoking status was not known at time of delivery,33
2022-2023,3,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",Number of maternities,1246
2022-2023,3,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",Women known to be non-smokers at time of delivery,1140
2022-2023,3,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",Women known to be smokers at time of delivery,74
2022-2023,3,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",Women whose smoking status was not known at time of delivery,32
2022-2023,3,E38000246,NHS Surrey Heartlands ICB - 92A,Number of maternities,2394
2022-2023,3,E38000246,NHS Surrey Heartlands ICB - 92A,Women known to be non-smokers at time of delivery,2166
2022-2023,3,E38000246,NHS Surrey Heartlands ICB - 92A,Women known to be smokers at time of delivery,131
2022-2023,3,E38000246,NHS Surrey Heartlands ICB - 92A,Women whose smoking status was not known at time of delivery,97
2022-2023,3,E38000021,NHS Sussex ICB - 09D,Number of maternities,535
2022-2023,3,E38000021,NHS Sussex ICB - 09D,Women known to be non-smokers at time of delivery,496
2022-2023,3,E38000021,NHS Sussex ICB - 09D,Women known to be smokers at time of delivery,37
2022-2023,3,E38000021,NHS Sussex ICB - 09D,Women whose smoking status was not known at time of delivery,2
2022-2023,3,E38000235,NHS Sussex ICB - 97R,Number of maternities,1160
2022-2023,3,E38000235,NHS Sussex ICB - 97R,Women known to be non-smokers at time of delivery,993
2022-2023,3,E38000235,NHS Sussex ICB - 97R,Women known to be smokers at time of delivery,133
2022-2023,3,E38000235,NHS Sussex ICB - 97R,Women whose smoking status was not known at time of delivery,34
2022-2023,3,E38000248,NHS Sussex ICB - 70F,Number of maternities,1932
2022-2023,3,E38000248,NHS Sussex ICB - 70F,Women known to be non-smokers at time of delivery,1774
2022-2023,3,E38000248,NHS Sussex ICB - 70F,Women known to be smokers at time of delivery,152
2022-2023,3,E38000248,NHS Sussex ICB - 70F,Women whose smoking status was not known at time of delivery,6
2022-2023,3,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,Number of maternities,1068
2022-2023,3,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,Women known to be non-smokers at time of delivery,927
2022-2023,3,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,Women known to be smokers at time of delivery,139
2022-2023,3,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,Women whose smoking status was not known at time of delivery,2
2022-2023,3,E38000230,NHS Devon ICB - 15N,Number of maternities,2684
2022-2023,3,E38000230,NHS Devon ICB - 15N,Women known to be non-smokers at time of delivery,1766
2022-2023,3,E38000230,NHS Devon ICB - 15N,Women known to be smokers at time of delivery,193
2022-2023,3,E38000230,NHS Devon ICB - 15N,Women whose smoking status was not known at time of delivery,725
2022-2023,3,E38000150,NHS Somerset ICB - 11X,Number of maternities,1094
2022-2023,3,E38000150,NHS Somerset ICB - 11X,Women known to be non-smokers at time of delivery,995
2022-2023,3,E38000150,NHS Somerset ICB - 11X,Women known to be smokers at time of delivery,96
2022-2023,3,E38000150,NHS Somerset ICB - 11X,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",Number of maternities,2483
2022-2023,3,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",Women known to be non-smokers at time of delivery,2277
2022-2023,3,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",Women known to be smokers at time of delivery,206
2022-2023,3,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Number of maternities,2043
2022-2023,3,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women known to be non-smokers at time of delivery,1882
2022-2023,3,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women known to be smokers at time of delivery,161
2022-2023,3,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000045,NHS Dorset ICB - 11J,Number of maternities,1327
2022-2023,3,E38000045,NHS Dorset ICB - 11J,Women known to be non-smokers at time of delivery,1162
2022-2023,3,E38000045,NHS Dorset ICB - 11J,Women known to be smokers at time of delivery,109
2022-2023,3,E38000045,NHS Dorset ICB - 11J,Women whose smoking status was not known at time of delivery,56
2022-2023,3,E38000062,NHS Gloucestershire ICB - 11M,Number of maternities,1410
2022-2023,3,E38000062,NHS Gloucestershire ICB - 11M,Women known to be non-smokers at time of delivery,1237
2022-2023,3,E38000062,NHS Gloucestershire ICB - 11M,Women known to be smokers at time of delivery,144
2022-2023,3,E38000062,NHS Gloucestershire ICB - 11M,Women whose smoking status was not known at time of delivery,29
2022-2023,3,E38000239,NHS Norfolk and Waveney ICB - 26A,Number of maternities,2117
2022-2023,3,E38000239,NHS Norfolk and Waveney ICB - 26A,Women known to be non-smokers at time of delivery,1847
2022-2023,3,E38000239,NHS Norfolk and Waveney ICB - 26A,Women known to be smokers at time of delivery,255
2022-2023,3,E38000239,NHS Norfolk and Waveney ICB - 26A,Women whose smoking status was not known at time of delivery,15
2022-2023,3,E38000086,NHS Suffolk and North East Essex ICB - 06L,Number of maternities,848
2022-2023,3,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women known to be non-smokers at time of delivery,800
2022-2023,3,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women known to be smokers at time of delivery,48
2022-2023,3,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000117,NHS Suffolk and North East Essex ICB - 06T,Number of maternities,757
2022-2023,3,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women known to be non-smokers at time of delivery,675
2022-2023,3,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women known to be smokers at time of delivery,82
2022-2023,3,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000204,NHS Suffolk and North East Essex ICB - 07K,Number of maternities,561
2022-2023,3,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women known to be non-smokers at time of delivery,521
2022-2023,3,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women known to be smokers at time of delivery,40
2022-2023,3,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Number of maternities,2947
2022-2023,3,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women known to be non-smokers at time of delivery,2677
2022-2023,3,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women known to be smokers at time of delivery,187
2022-2023,3,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women whose smoking status was not known at time of delivery,83
2022-2023,3,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Number of maternities,1370
2022-2023,3,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women known to be non-smokers at time of delivery,1264
2022-2023,3,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women known to be smokers at time of delivery,95
2022-2023,3,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women whose smoking status was not known at time of delivery,11
2022-2023,3,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Number of maternities,1463
2022-2023,3,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women known to be non-smokers at time of delivery,1379
2022-2023,3,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women known to be smokers at time of delivery,78
2022-2023,3,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women whose smoking status was not known at time of delivery,6
2022-2023,3,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Number of maternities,691
2022-2023,3,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women known to be non-smokers at time of delivery,635
2022-2023,3,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women known to be smokers at time of delivery,46
2022-2023,3,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women whose smoking status was not known at time of delivery,10
2022-2023,3,E38000007,NHS Mid and South Essex ICB - 99E,Number of maternities,534
2022-2023,3,E38000007,NHS Mid and South Essex ICB - 99E,Women known to be non-smokers at time of delivery,459
2022-2023,3,E38000007,NHS Mid and South Essex ICB - 99E,Women known to be smokers at time of delivery,74
2022-2023,3,E38000007,NHS Mid and South Essex ICB - 99E,Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000030,NHS Mid and South Essex ICB - 99F,Number of maternities,385
2022-2023,3,E38000030,NHS Mid and South Essex ICB - 99F,Women known to be non-smokers at time of delivery,328
2022-2023,3,E38000030,NHS Mid and South Essex ICB - 99F,Women known to be smokers at time of delivery,22
2022-2023,3,E38000030,NHS Mid and South Essex ICB - 99F,Women whose smoking status was not known at time of delivery,35
2022-2023,3,E38000106,NHS Mid and South Essex ICB - 06Q,Number of maternities,955
2022-2023,3,E38000106,NHS Mid and South Essex ICB - 06Q,Women known to be non-smokers at time of delivery,892
2022-2023,3,E38000106,NHS Mid and South Essex ICB - 06Q,Women known to be smokers at time of delivery,62
2022-2023,3,E38000106,NHS Mid and South Essex ICB - 06Q,Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000168,NHS Mid and South Essex ICB - 99G,Number of maternities,442
2022-2023,3,E38000168,NHS Mid and South Essex ICB - 99G,Women known to be non-smokers at time of delivery,367
2022-2023,3,E38000168,NHS Mid and South Essex ICB - 99G,Women known to be smokers at time of delivery,36
2022-2023,3,E38000168,NHS Mid and South Essex ICB - 99G,Women whose smoking status was not known at time of delivery,39
2022-2023,3,E38000185,NHS Mid and South Essex ICB - 07G,Number of maternities,424
2022-2023,3,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be non-smokers at time of delivery,369
2022-2023,3,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be smokers at time of delivery,53
2022-2023,3,E38000185,NHS Mid and South Essex ICB - 07G,Women whose smoking status was not known at time of delivery,2
2022-2023,3,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Number of maternities,2436
2022-2023,3,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be non-smokers at time of delivery,2074
2022-2023,3,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be smokers at time of delivery,242
2022-2023,3,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women whose smoking status was not known at time of delivery,120
2022-2023,3,E38000068,NHS Cheshire and Merseyside ICB - 01F,Number of maternities,301
2022-2023,3,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be non-smokers at time of delivery,248
2022-2023,3,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be smokers at time of delivery,50
2022-2023,3,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000091,NHS Cheshire and Merseyside ICB - 01J,Number of maternities,452
2022-2023,3,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be non-smokers at time of delivery,407
2022-2023,3,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be smokers at time of delivery,42
2022-2023,3,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000101,NHS Cheshire and Merseyside ICB - 99A,Number of maternities,1229
2022-2023,3,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be non-smokers at time of delivery,1124
2022-2023,3,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be smokers at time of delivery,97
2022-2023,3,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women whose smoking status was not known at time of delivery,8
2022-2023,3,E38000161,NHS Cheshire and Merseyside ICB - 01T,Number of maternities,379
2022-2023,3,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be non-smokers at time of delivery,342
2022-2023,3,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be smokers at time of delivery,36
2022-2023,3,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000170,NHS Cheshire and Merseyside ICB - 01V,Number of maternities,218
2022-2023,3,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be non-smokers at time of delivery,198
2022-2023,3,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be smokers at time of delivery,20
2022-2023,3,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000172,NHS Cheshire and Merseyside ICB - 01X,Number of maternities,466
2022-2023,3,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be non-smokers at time of delivery,400
2022-2023,3,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be smokers at time of delivery,64
2022-2023,3,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women whose smoking status was not known at time of delivery,2
2022-2023,3,E38000194,NHS Cheshire and Merseyside ICB - 02E,Number of maternities,471
2022-2023,3,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be non-smokers at time of delivery,400
2022-2023,3,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be smokers at time of delivery,41
2022-2023,3,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women whose smoking status was not known at time of delivery,30
2022-2023,3,E38000208,NHS Cheshire and Merseyside ICB - 12F,Number of maternities,720
2022-2023,3,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be non-smokers at time of delivery,630
2022-2023,3,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be smokers at time of delivery,81
2022-2023,3,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women whose smoking status was not known at time of delivery,9
2022-2023,3,E38000233,NHS Cheshire and Merseyside ICB - 27D,Number of maternities,1736
2022-2023,3,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be non-smokers at time of delivery,1356
2022-2023,3,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be smokers at time of delivery,117
2022-2023,3,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women whose smoking status was not known at time of delivery,263
2022-2023,3,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Number of maternities,464
2022-2023,3,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be non-smokers at time of delivery,410
2022-2023,3,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be smokers at time of delivery,48
2022-2023,3,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women whose smoking status was not known at time of delivery,6
2022-2023,3,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Number of maternities,434
2022-2023,3,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be non-smokers at time of delivery,349
2022-2023,3,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be smokers at time of delivery,85
2022-2023,3,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Number of maternities,393
2022-2023,3,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be non-smokers at time of delivery,333
2022-2023,3,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be smokers at time of delivery,22
2022-2023,3,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women whose smoking status was not known at time of delivery,38
2022-2023,3,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Number of maternities,939
2022-2023,3,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women known to be non-smokers at time of delivery,827
2022-2023,3,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women known to be smokers at time of delivery,106
2022-2023,3,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Women whose smoking status was not known at time of delivery,6
2022-2023,3,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Number of maternities,202
2022-2023,3,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women known to be non-smokers at time of delivery,185
2022-2023,3,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women known to be smokers at time of delivery,16
2022-2023,3,E38000200,NHS Lancashire and South Cumbria ICB - 02G,Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Number of maternities,282
2022-2023,3,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women known to be non-smokers at time of delivery,250
2022-2023,3,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women known to be smokers at time of delivery,29
2022-2023,3,E38000226,NHS Lancashire and South Cumbria ICB - 02M,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Number of maternities,547
2022-2023,3,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women known to be non-smokers at time of delivery,449
2022-2023,3,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women known to be smokers at time of delivery,45
2022-2023,3,E38000227,NHS Lancashire and South Cumbria ICB - 01E,Women whose smoking status was not known at time of delivery,53
2022-2023,3,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Number of maternities,641
2022-2023,3,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women known to be non-smokers at time of delivery,574
2022-2023,3,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women known to be smokers at time of delivery,67
2022-2023,3,E38000228,NHS Lancashire and South Cumbria ICB - 01K,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000016,NHS Greater Manchester ICB - 00T,Number of maternities,866
2022-2023,3,E38000016,NHS Greater Manchester ICB - 00T,Women known to be non-smokers at time of delivery,743
2022-2023,3,E38000016,NHS Greater Manchester ICB - 00T,Women known to be smokers at time of delivery,102
2022-2023,3,E38000016,NHS Greater Manchester ICB - 00T,Women whose smoking status was not known at time of delivery,21
2022-2023,3,E38000024,NHS Greater Manchester ICB - 00V,Number of maternities,537
2022-2023,3,E38000024,NHS Greater Manchester ICB - 00V,Women known to be non-smokers at time of delivery,260
2022-2023,3,E38000024,NHS Greater Manchester ICB - 00V,Women known to be smokers at time of delivery,23
2022-2023,3,E38000024,NHS Greater Manchester ICB - 00V,Women whose smoking status was not known at time of delivery,254
2022-2023,3,E38000080,NHS Greater Manchester ICB - 01D,Number of maternities,660
2022-2023,3,E38000080,NHS Greater Manchester ICB - 01D,Women known to be non-smokers at time of delivery,463
2022-2023,3,E38000080,NHS Greater Manchester ICB - 01D,Women known to be smokers at time of delivery,56
2022-2023,3,E38000080,NHS Greater Manchester ICB - 01D,Women whose smoking status was not known at time of delivery,141
2022-2023,3,E38000135,NHS Greater Manchester ICB - 00Y,Number of maternities,745
2022-2023,3,E38000135,NHS Greater Manchester ICB - 00Y,Women known to be non-smokers at time of delivery,629
2022-2023,3,E38000135,NHS Greater Manchester ICB - 00Y,Women known to be smokers at time of delivery,61
2022-2023,3,E38000135,NHS Greater Manchester ICB - 00Y,Women whose smoking status was not known at time of delivery,55
2022-2023,3,E38000143,NHS Greater Manchester ICB - 01G,Number of maternities,907
2022-2023,3,E38000143,NHS Greater Manchester ICB - 01G,Women known to be non-smokers at time of delivery,396
2022-2023,3,E38000143,NHS Greater Manchester ICB - 01G,Women known to be smokers at time of delivery,49
